Country,RGI_ID,GLIMS_ID,Glacier_Name,Number of dated surges,CENLAT,CENLON,AREA,ZMIN,ZMAX,ZMED,SLOPE,ASPECT,LMAX
Pamirs,RGI50-13.19026,G071930E38501N,14.03.11//210,0,38.5014443,71.92980302,3.958,4120,4969,4641,17.3,48,5142
Pamirs,RGI50-13.19028,G072029E38517N,14.03.11//194 Sungat left,0,38.51679346,72.02881344,0.554,4379,5064,4608,20.4,287,2144
Pamirs,RGI50-13.19039,G072020E38570N,14.03.11//177,0,38.57034478,72.0201566,6.908,3781,5263,4424,18.8,359,6259
Pamirs,RGI50-13.19039,G072020E38570N,14.03.11//178,1,38.57034478,72.0201566,6.908,3781,5263,4424,18.8,359,6259
Pamirs,RGI50-13.19039,G072020E38570N,14.03.11//185 Sungat right,0,38.57034478,72.0201566,6.908,3781,5263,4424,18.8,359,6259
Pamirs,RGI50-13.19047,G072068E38616N,14.03.11//176 Shaugado,1,38.61600522,72.0675963,0.917,3938,4960,4574,22.4,104,2751
Pamirs,RGI50-13.19050,G072053E38571N,14.03.11//167,0,38.57051086,72.05279541,0.79,4284,4840,4586,14.2,148,2688
Pamirs,RGI50-13.19051,G072051E38559N,14.03.11//162,0,38.55913816,72.05054679,0.657,4469,4800,4615,14.8,115,1484
Pamirs,RGI50-13.19053,G072066E38523N,14.03.11//161,0,38.52307033,72.06589555,8.976,4026,5359,4564,18,357,6536
Pamirs,RGI50-13.19054,G072097E38536N,14.03.11//156 left Dustiroz,0,38.53569031,72.09651184,1.369,3984,5371,4752,24.6,335,3658
Pamirs,RGI50-13.19058,G072148E38517N,14.03.11//151,1,38.51676552,72.14823093,1.242,4150,4927,4458,23.4,341,2260
Pamirs,RGI50-13.19065,G072179E38533N,14.03.11//150,1,38.5330564,72.17918483,5.072,4048,5232,4635,16.2,287,6331
Pamirs,RGI50-13.19075,G071940E38757N,14.03.09//266,1,38.75743308,71.94013161,16.229,3663,5291,4472,18.7,338,10586
Pamirs,RGI50-13.19075,G071940E38757N,14.03.09//277a Tokaest,1,38.75743308,71.94013161,16.229,3663,5291,4472,18.7,338,10586
Pamirs,RGI50-13.19075,G071940E38757N,264 Vanchdara-266,1,38.75743308,71.94013161,16.229,3663,5291,4472,18.7,338,10586
Pamirs,RGI50-13.19099,G072256E39034N,14.03.08A//86,1,39.03411796,72.25623816,1.834,3906,5118,4618,24.8,50,3291
Pamirs,RGI50-13.19124,G072475E38964N,14.03.08//644,0,38.96395204,72.47535736,2,4557,5408,5016,22.8,332,3842
Pamirs,RGI50-13.19129,G072409E38918N,14.03.08//662,0,38.91815622,72.40928804,8.85,4365,5693,4928,23.2,27,5953
Pamirs,RGI50-13.19157,G072548E39333N,14.03.08//215,0,39.33301544,72.54775238,2.659,4341,5828,5113,30.2,292,3840
Pamirs,RGI50-13.19158,G072575E39321N,14.03.08//218,1,39.32130188,72.57460869,3.921,4530,5829,5318,27.6,284,3347
Pamirs,RGI50-13.19158,G072575E39321N,14.03.08//219,1,39.32130188,72.57460869,3.921,4530,5829,5318,27.6,284,3347
Pamirs,RGI50-13.19164,G072593E39303N,14.03.08//227,0,39.30272672,72.59328717,0.65,4622,5732,4893,27.2,71,1992
Pamirs,RGI50-13.19173,G072489E39357N,14.03.08//207a Chakmantash,1,39.35736466,72.48892212,16.156,4053,5668,4978,18.5,85,9834
Pamirs,RGI50-13.19173,G072489E39357N,14.03.08//207b Chakmantash,1,39.35736466,72.48892212,16.156,4053,5668,4978,18.5,85,9834
Pamirs,RGI50-13.19173,G072489E39357N,14.03.08//208,2,39.35736466,72.48892212,16.156,4053,5668,4978,18.5,85,9834
Pamirs,RGI50-13.19175,G072458E39368N,14.03.07//228 dchiksu,0,39.36840567,72.45794197,6.2,3794,5652,4464,19.2,354,6748
Pamirs,RGI50-13.19176,G072468E39337N,14.03.08//204,0,39.33660889,72.46828461,1.036,4247,5482,4657,22.5,115,3191
Pamirs,RGI50-13.19177,G072410E39336N,14.03.08//198a,0,39.33589172,72.40955353,6.375,4335,5657,4983,21,182,5097
Pamirs,RGI50-13.19177,G072410E39336N,14.03.08//198b,0,39.33589172,72.40955353,6.375,4335,5657,4983,21,182,5097
Pamirs,RGI50-13.19177,G072410E39336N,14.03.08//200,0,39.33589172,72.40955353,6.375,4335,5657,4983,21,182,5097
Pamirs,RGI50-13.19184,G072423E39351N,14.03.07//229a Kokkiik,0,39.351017,72.42269898,3.392,4159,5561,4772,30.2,330,2635
Pamirs,RGI50-13.19184,G072423E39351N,14.03.07//229b,0,39.351017,72.42269898,3.392,4159,5561,4772,30.2,330,2635
Pamirs,RGI50-13.19185,G072402E39348N,14.03.07//229c,0,39.3484936,72.40217658,2.57,4146,5193,4607,29.8,16,2678
Pamirs,RGI50-13.19219,G072095E39322N,14.03.07//255b,0,39.32181654,72.0950965,1.884,4419,5200,4680,17.9,23,2645
Pamirs,RGI50-13.19220,G072128E39328N,14.03.07//253,0,39.32775422,72.128336,1.526,4281,5224,4580,19.1,350,3407
Pamirs,RGI50-13.19223,G072083E39330N,14.03.07//255c,0,39.32995944,72.08276493,1.242,4475,5267,4741,21.2,71,2506
Pamirs,RGI50-13.19237,G071975E39355N,14.03.07//266,1,39.35533919,71.97500765,0.363,3788,4507,3993,36.1,351,887
Pamirs,RGI50-13.19246,G071968E39327N,14.03.08//150a Malyy kyzylsu,1,39.32749176,71.96822357,5.052,4292,5329,4714,17.6,75,4681
Pamirs,RGI50-13.19246,G071968E39327N,14.03.08//150b Malyy kyzylsu,1,39.32749176,71.96822357,5.052,4292,5329,4714,17.6,75,4681
Pamirs,RGI50-13.19250,G071979E39301N,14.03.08//149,1,39.30059001,71.97910243,1.275,4250,5132,4607,31.4,29,2292
Pamirs,RGI50-13.19253,G071991E39232N,14.03.08//141,1,39.23225379,71.99080666,1.258,3817,5273,4613,33.3,45,2542
Pamirs,RGI50-13.19264,G071892E39230N,14.03.08//125,1,39.22993409,71.89163696,6.484,3678,5938,5378,29.4,289,5716
Pamirs,RGI50-13.19267,G071892E39263N,14.03.08//123a Surhangau,1,39.26316564,71.89177151,9.944,3819,5742,4909,21.9,261,8040
Pamirs,RGI50-13.19267,G071892E39263N,14.03.08//123b Surhangau,1,39.26316564,71.89177151,9.944,3819,5742,4909,21.9,261,8040
Pamirs,RGI50-13.19267,G071892E39263N,14.03.08//123c Surhangau,1,39.26316564,71.89177151,9.944,3819,5742,4909,21.9,261,8040
Pamirs,RGI50-13.19271,G071909E39301N,14.03.07//270,0,39.30071857,71.90924507,3.556,3754,5251,4487,27.6,333,4639
Pamirs,RGI50-13.19273,G071824E39293N,14.03.07//275 Kulduk,0,39.29269023,71.82418474,2.354,3842,5083,4443,26.6,328,3946
Pamirs,RGI50-13.19288,G071803E39289N,14.03.07//276,1,39.28944307,71.80257842,5.214,3598,5261,4384,21.7,341,5579
Pamirs,RGI50-13.19289,G071831E39276N,14.03.08//119d,1,39.27566624,71.83129561,2.011,4345,5085,4710,18,131,3450
Pamirs,RGI50-13.19294,G071749E39229N,14.03.08//102,1,39.2291864,71.7494414,3.324,3916,5150,4593,18.8,214,4110
Pamirs,RGI50-13.19296,G071807E39269N,14.03.08//119a,1,39.26911545,71.80709839,7.542,3783,5399,4582,23.1,95,6689
Pamirs,RGI50-13.19296,G071807E39269N,14.03.08//119b,1,39.26911545,71.80709839,7.542,3783,5399,4582,23.1,95,6689
Pamirs,RGI50-13.19296,G071807E39269N,14.03.08//119c,1,39.26911545,71.80709839,7.542,3783,5399,4582,23.1,95,6689
Pamirs,RGI50-13.19298,G071787E39243N,14.03.08//104,1,39.24290164,71.78672373,5.759,3651,5374,4831,22.5,197,7325
Pamirs,RGI50-13.19298,G071787E39243N,14.03.08//105,1,39.24290164,71.78672373,5.759,3651,5374,4831,22.5,197,7325
Pamirs,RGI50-13.19542,G072089E39037N,14.03.08//702 Auydzhilga,0,39.03677363,72.08906989,14.74,3922,6046,4548,17.5,7,10316
Pamirs,RGI50-13.19542,G072089E39037N,14.03.08//703,0,39.03677363,72.08906989,14.74,3922,6046,4548,17.5,7,10316
Pamirs,RGI50-13.19542,G072089E39037N,14.03.08//705,0,39.03677363,72.08906989,14.74,3922,6046,4548,17.5,7,10316
Pamirs,RGI50-13.19545,G071990E39051N,14.03.08//728 Soldatov,0,39.05113184,71.99039407,1.948,4161,6482,5342,31.8,246,4558
Pamirs,RGI50-13.19559,G072447E38852N,14.03.08//649 North Kyzkurgan,0,38.85241591,72.44675492,25.538,4326,5666,4978,14.8,39,11291
Pamirs,RGI50-13.19559,G072447E38852N,14.03.08//657,1,38.85241591,72.44675492,25.538,4326,5666,4978,14.8,39,11291
Pamirs,RGI50-13.19565,G072351E38952N,14.03.08A//4,1,38.95186373,72.3508508,2.061,4290,5780,5374,28.4,309,3858
Pamirs,RGI50-13.19586,G072370E38926N,14.03.08A//5,1,38.92592164,72.37021599,2.902,4517,5642,5124,24.5,336,4821
Pamirs,RGI50-13.19594,G072313E38857N,14.03.08A//20 Ulugbek,2,38.85687857,72.31330765,9.749,3964,5802,4720,21.6,333,9107
Pamirs,RGI50-13.19599,G072368E38862N,14.03.08A//10a,1,38.8616965,72.36777473,32.268,4048,5950,4841,15.9,15,13336
Pamirs,RGI50-13.19599,G072368E38862N,14.03.08A//10b,1,38.8616965,72.36777473,32.268,4048,5950,4841,15.9,15,13336
Pamirs,RGI50-13.19599,G072368E38862N,14.03.08A//11,1,38.8616965,72.36777473,32.268,4048,5950,4841,15.9,15,13336
Pamirs,RGI50-13.19599,G072368E38862N,14.03.08A//9 Kosnnenko,1,38.8616965,72.36777473,32.268,4048,5950,4841,15.9,15,13336
Pamirs,RGI50-13.19628,G072379E38705N,14.03.13//295 Tanymas 5,0,38.7046998,72.37943109,4.527,4444,5637,4799,17.1,7,5174
Pamirs,RGI50-13.19629,G072405E38680N,14.03.13//282  Tanymas-3 Tanyrnas,0,38.67950149,72.40525576,16.057,4097,6196,4959,16.9,40,12364
Pamirs,RGI50-13.19629,G072405E38680N,14.03.13//283,0,38.67950149,72.40525576,16.057,4097,6196,4959,16.9,40,12364
Pamirs,RGI50-13.19631,G072206E38510N,14.03.12//62 Yazgulemsky,1,38.51001621,72.20586534,28.32,3408,6180,5225,16,272,15873
Pamirs,RGI50-13.19631,G072206E38510N,14.03.12//63,0,38.51001621,72.20586534,28.32,3408,6180,5225,16,272,15873
Pamirs,RGI50-13.19632,G072272E38422N,14.03.13//112,0,38.42155457,72.2721405,6.219,3988,5400,4472,15.7,104,8047
Pamirs,RGI50-13.19634,G071633E38677N,14.03.09//326 Zordi-Birauso,1,38.67672977,71.63258993,19.392,3224,5147,4048,16.8,46,10694
Pamirs,RGI50-13.19634,G071633E38677N,14.03.09//327,0,38.67672977,71.63258993,19.392,3224,5147,4048,16.8,46,10694
Pamirs,RGI50-13.19634,G071633E38677N,14.03.09//328,0,38.67672977,71.63258993,19.392,3224,5147,4048,16.8,46,10694
Pamirs,RGI50-13.19634,G071633E38677N,14.03.09//329,0,38.67672977,71.63258993,19.392,3224,5147,4048,16.8,46,10694
Pamirs,RGI50-13.19634,G071633E38677N,14.03.09//333,0,38.67672977,71.63258993,19.392,3224,5147,4048,16.8,46,10694
Pamirs,RGI50-13.19643,G072285E38353N,14.03.13//103 Ildozh,1,38.35308838,72.28462219,2.109,3630,5856,4721,35.1,146,4209
Pamirs,RGI50-13.19645,G072155E38472N,14.03.12//69 Zakharchenko,0,38.4716951,72.15495643,5.454,3732,5562,4590,22.9,313,5879
Pamirs,RGI50-13.19645,G072155E38472N,14.03.12//70,0,38.4716951,72.15495643,5.454,3732,5562,4590,22.9,313,5879
Pamirs,RGI50-13.19648,G072229E38652N,14.03.11//118 Bearish 119 Medvezhy ,7,38.65244946,72.22934837,23.401,2924,5838,5053,16.2,309,14380
Pamirs,RGI50-13.19649,G072265E38603N,14.03.11//123 Abdukagorsky,1,38.6033783,72.26454163,27.237,3455,5945,4628,17.7,311,12844
Pamirs,RGI50-13.19649,G072265E38603N,14.03.11//124 Klin,0,38.6033783,72.26454163,27.237,3455,5945,4628,17.7,311,12844
Pamirs,RGI50-13.19649,G072265E38603N,14.03.11//125 Kaskadnyy,0,38.6033783,72.26454163,27.237,3455,5945,4628,17.7,311,12844
Pamirs,RGI50-13.19649,G072265E38603N,14.03.11//126 Obvalov,0,38.6033783,72.26454163,27.237,3455,5945,4628,17.7,311,12844
Pamirs,RGI50-13.19649,G072265E38603N,14.03.11//128 Shumnyy,0,38.6033783,72.26454163,27.237,3455,5945,4628,17.7,311,12844
Pamirs,RGI50-13.19649,G072265E38603N,14.03.11//136 Skrytyy,1,38.6033783,72.26454163,27.237,3455,5945,4628,17.7,311,12844
Pamirs,RGI50-13.19649,G072265E38603N,14.03.11//147 Right Dustiroz,0,38.6033783,72.26454163,27.237,3455,5945,4628,17.7,311,12844
Pamirs,RGI50-13.19650,G072329E38593N,14.03.08A//1 Mabuza,1,38.59330985,72.32898641,188.04,4493,6763,5257,14.2,12,32026
Pamirs,RGI50-13.19651,G072279E38479N,14.03.13//114a Yazgulemdara,0,38.47883346,72.27881514,28.459,3979,6374,4985,18.9,166,11424
Pamirs,RGI50-13.19651,G072279E38479N,14.03.13//114b Yazgulemdara,1,38.47883346,72.27881514,28.459,3979,6374,4985,18.9,166,11424
Pamirs,RGI50-13.19651,G072279E38479N,14.03.13//114c Yazgulemdara,1,38.47883346,72.27881514,28.459,3979,6374,4985,18.9,166,11424
Pamirs,RGI50-13.19654,G072134E38432N,14.03.12//81,1,38.43201828,72.1338501,2.422,4263,5630,4873,21.7,216,3886
Pamirs,RGI50-13.19664,G071920E38280N,14.03.13//64a,0,38.27995145,71.91995702,4.704,4082,5640,4582,21.5,120,4520
Pamirs,RGI50-13.19664,G071920E38280N,14.03.13//64b,0,38.27995145,71.91995702,4.704,4082,5640,4582,21.5,120,4520
Pamirs,RGI50-13.19664,G071920E38280N,14.03.13//64c,0,38.27995145,71.91995702,4.704,4082,5640,4582,21.5,120,4520
Pamirs,RGI50-13.19669,G071839E38263N,14.03.13//49 Radots,1,38.2627449,71.83877564,9.641,3738,5624,4595,23.3,145,5786
Pamirs,RGI50-13.19669,G071839E38263N,14.03.13//52,1,38.2627449,71.83877564,9.641,3738,5624,4595,23.3,145,5786
Pamirs,RGI50-13.19669,G071839E38263N,14.03.13//53,1,38.2627449,71.83877564,9.641,3738,5624,4595,23.3,145,5786
Pamirs,RGI50-13.19691,G072096E38443N,14.03.12//74,1,38.4426593,72.09621714,2.223,3942,4964,4314,22.4,349,2514
Pamirs,RGI50-13.19692,G072122E38449N,14.03.12//72,1,38.44911501,72.12221845,3.352,3864,5322,4702,17.6,287,5808
Pamirs,RGI50-13.19695,G072134E38517N,14.03.11//154,0,38.51676256,72.13389851,1.578,4100,4758,4435,18.5,21,2098
Pamirs,RGI50-13.19736,G071685E38880N,14.03.09//210,0,38.88007717,71.68509105,1.566,3883,4835,4342,19.4,4,3146
Pamirs,RGI50-13.19736,G071685E38880N,14.03.09//224 Belyayeva,0,38.88007717,71.68509105,1.566,3883,4835,4342,19.4,4,3146
Pamirs,RGI50-13.19750,G071875E38957N,14.03.08//724 Fortambek,0,38.95666504,71.87484741,40.213,2930,6283,4153,15.7,33,27547
Pamirs,RGI50-13.19750,G071875E38957N,"776 Shnni-Bini, a, b, c",2,38.95666504,71.87484741,40.213,2930,6283,4153,15.7,33,27547
Pamirs,RGI50-13.19757,G072183E38799N,14.03.11//100 Komsomolets,0,38.79850769,72.18254089,81.383,2620,6537,4366,20.5,176,21734
Pamirs,RGI50-13.19757,G072183E38799N,14.03.11//119,1,38.79850769,72.18254089,81.383,2620,6537,4366,20.5,176,21734
Pamirs,RGI50-13.19757,G072183E38799N,14.03.11//97,0,38.79850769,72.18254089,81.383,2620,6537,4366,20.5,176,21734
Pamirs,RGI50-13.19757,G072183E38799N,14.03.11//98 KashalAya,0,38.79850769,72.18254089,81.383,2620,6537,4366,20.5,176,21734
Pamirs,RGI50-13.19757,G072183E38799N,14.03.11//99,0,38.79850769,72.18254089,81.383,2620,6537,4366,20.5,176,21734
Pamirs,RGI50-13.19757,G072183E38799N,96 RGO (Geographycheskogo Obshestva),2,38.79850769,72.18254089,81.383,2620,6537,4366,20.5,176,21734
Pamirs,RGI50-13.19758,G072002E38898N,14.03.09//227,0,38.8981247,72.0019989,129.381,2976,6712,4589,19.5,283,25305
Pamirs,RGI50-13.19758,G072002E38898N,14.03.09//228 Lipskogo,0,38.8981247,72.0019989,129.381,2976,6712,4589,19.5,283,25305
Pamirs,RGI50-13.19758,G072002E38898N,14.03.09//229 Lipskogo,0,38.8981247,72.0019989,129.381,2976,6712,4589,19.5,283,25305
Pamirs,RGI50-13.19758,G072002E38898N,14.03.09//230 Lipskogo,0,38.8981247,72.0019989,129.381,2976,6712,4589,19.5,283,25305
Pamirs,RGI50-13.19758,G072002E38898N,14.03.09//231 Vavilova,1,38.8981247,72.0019989,129.381,2976,6712,4589,19.5,283,25305
Pamirs,RGI50-13.19758,G072002E38898N,14.03.09//234,1,38.8981247,72.0019989,129.381,2976,6712,4589,19.5,283,25305
Pamirs,RGI50-13.19758,G072002E38898N,14.03.09//237,1,38.8981247,72.0019989,129.381,2976,6712,4589,19.5,283,25305
Pamirs,RGI50-13.19758,G072002E38898N,14.03.09//240 Shokalskogo 243,1,38.8981247,72.0019989,129.381,2976,6712,4589,19.5,283,25305
Pamirs,RGI50-13.19758,G072002E38898N,14.03.09//241,1,38.8981247,72.0019989,129.381,2976,6712,4589,19.5,283,25305
Pamirs,RGI50-13.19758,G072002E38898N,14.03.09//242,1,38.8981247,72.0019989,129.381,2976,6712,4589,19.5,283,25305
Pamirs,RGI50-13.19758,G072002E38898N,14.03.09//265,2,38.8981247,72.0019989,129.381,2976,6712,4589,19.5,283,25305
Pamirs,RGI50-13.19763,G071814E38871N,14.03.09//188 Gando,1,38.87122345,71.81378937,52.92,3750,6440,4688,16.9,293,18606
Pamirs,RGI50-13.19763,G071814E38871N,14.03.09//189,1,38.87122345,71.81378937,52.92,3750,6440,4688,16.9,293,18606
Pamirs,RGI50-13.19763,G071814E38871N,14.03.09//190,2,38.87122345,71.81378937,52.92,3750,6440,4688,16.9,293,18606
Pamirs,RGI50-13.19763,G071814E38871N,14.03.09//191 Dorofeeva,0,38.87122345,71.81378937,52.92,3750,6440,4688,16.9,293,18606
Pamirs,RGI50-13.19763,G071814E38871N,14.03.09//192,1,38.87122345,71.81378937,52.92,3750,6440,4688,16.9,293,18606
Pamirs,RGI50-13.19763,G071814E38871N,14.03.09//193,0,38.87122345,71.81378937,52.92,3750,6440,4688,16.9,293,18606
Pamirs,RGI50-13.19763,G071814E38871N,14.03.09//194,1,38.87122345,71.81378937,52.92,3750,6440,4688,16.9,293,18606
Pamirs,RGI50-13.19763,G071814E38871N,14.03.09//207,1,38.87122345,71.81378937,52.92,3750,6440,4688,16.9,293,18606
Pamirs,RGI50-13.19763,G071814E38871N,795 Gando Dorofeev,1,38.87122345,71.81378937,52.92,3750,6440,4688,16.9,293,18606
Pamirs,RGI50-13.19776,G071890E39024N,14.03.08//744a,0,39.02441406,71.88977051,3.208,4102,5740,4810,28.6,24,4187
Pamirs,RGI50-13.19776,G071890E39024N,14.03.08//744b,0,39.02441406,71.88977051,3.208,4102,5740,4810,28.6,24,4187
Pamirs,RGI50-13.19781,G071736E38965N,14.03.08//787,0,38.96496582,71.73568726,1.446,4437,5439,4852,23,249,3070
Pamirs,RGI50-13.19795,G071721E39031N,14.03.08//775a Gulchat,1,39.03101524,71.72103994,2.314,3896,5096,4460,31.4,345,2700
Pamirs,RGI50-13.19795,G071721E39031N,14.03.08//775b Gulchat,1,39.03101524,71.72103994,2.314,3896,5096,4460,31.4,345,2700
Pamirs,RGI50-13.19797,G071772E39023N,772 Byrs,2,39.02321625,71.77232361,9.038,3048,5612,4776,25.6,335,7852
Pamirs,RGI50-13.19807,G071537E39024N,14.03.08//807a Shagazy,1,39.02410889,71.53692627,11.444,2824,5837,4272,23.3,2,9485
Pamirs,RGI50-13.19807,G071537E39024N,14.03.08//807b Shagazy,1,39.02410889,71.53692627,11.444,2824,5837,4272,23.3,2,9485
Pamirs,RGI50-13.19807,G071537E39024N,14.03.08//808,0,39.02410889,71.53692627,11.444,2824,5837,4272,23.3,2,9485
Pamirs,RGI50-13.19824,G071460E39090N,14.03.08//821 Koshkul,0,39.08993644,71.46005242,3.293,3457,5416,3722,20,343,4808
Pamirs,RGI50-13.19830,G071466E39048N,14.03.08//819,0,39.04837924,71.46592176,0.596,4246,5011,4572,28.3,78,1580
Pamirs,RGI50-13.19845,G071438E39018N,14.03.09//84,1,39.01831028,71.43818512,1.097,4354,5182,4583,22.4,254,2049
Pamirs,RGI50-13.19847,G071431E39057N,14.03.08//825 east Kyzylsu Bjurokurmas Burokurmas,2,39.05732695,71.43067065,8.201,3450,5319,4465,20.8,18,9250
Pamirs,RGI50-13.19851,G071387E39062N,14.03.09//57,0,39.0618288,71.38664686,7.331,3515,5361,3936,16.5,4,7862
Pamirs,RGI50-13.19851,G071387E39062N,14.03.09//62 Baralmos,0,39.0618288,71.38664686,7.331,3515,5361,3936,16.5,4,7862
Pamirs,RGI50-13.19851,G071387E39062N,14.03.09//63 mustag,0,39.0618288,71.38664686,7.331,3515,5361,3936,16.5,4,7862
Pamirs,RGI50-13.19851,G071387E39062N,14.03.09//69-74,0,39.0618288,71.38664686,7.331,3515,5361,3936,16.5,4,7862
Pamirs,RGI50-13.19863,G071322E38959N,14.03.09//88,1,38.95945709,71.32172111,8.314,3163,5171,3918,16.4,12,10332
Pamirs,RGI50-13.19869,G071363E38942N,14.03.09//162,0,38.9420652,71.36314064,2.876,3690,5094,4173,23.3,171,3984
Pamirs,RGI50-13.19874,G071473E38941N,14.03.09//163,0,38.94087219,71.47337341,2.142,3721,4450,4040,14.8,73,4203
Pamirs,RGI50-13.19878,G071411E38982N,14.03.09//70,1,38.98238971,71.41084957,29.656,3353,5837,4098,17.7,309,15194
Pamirs,RGI50-13.19878,G071411E38982N,14.03.09//72,0,38.98238971,71.41084957,29.656,3353,5837,4098,17.7,309,15194
Pamirs,RGI50-13.19878,G071411E38982N,14.03.09//73,0,38.98238971,71.41084957,29.656,3353,5837,4098,17.7,309,15194
Pamirs,RGI50-13.19878,G071411E38982N,14.03.09//74,1,38.98238971,71.41084957,29.656,3353,5837,4098,17.7,309,15194
Pamirs,RGI50-13.19878,G071411E38982N,14.03.09//76,1,38.98238971,71.41084957,29.656,3353,5837,4098,17.7,309,15194
Pamirs,RGI50-13.19878,G071411E38982N,14.03.09//85,0,38.98238971,71.41084957,29.656,3353,5837,4098,17.7,309,15194
Pamirs,RGI50-13.19878,G071411E38982N,69 Peter the great (Petra Pervogo),2,38.98238971,71.41084957,29.656,3353,5837,4098,17.7,309,15194
Pamirs,RGI50-13.19943,G071208E38602N,14.03.09//479,0,38.60191169,71.20770882,5.39,3699,4724,4174,18.1,47,4278
Pamirs,RGI50-13.19943,G071208E38602N,14.03.11//4,0,38.60191169,71.20770882,5.39,3699,4724,4174,18.1,47,4278
Pamirs,RGI50-13.19944,G071236E38590N,14.03.09//478,0,38.58970826,71.2360382,2.247,3902,4585,4221,17.1,30,2468
Pamirs,RGI50-13.19988,G071714E38419N,14.03.12//16,0,38.41938019,71.71389771,0.942,4272,4887,4659,23.3,118,1970
Pamirs,RGI50-13.19988,G071714E38419N,14.03.13//16 Bagh-3,0,38.41938019,71.71389771,0.942,4272,4887,4659,23.3,118,1970
Pamirs,RGI50-13.20005,G071730E38448N,14.03.11//227,0,38.44823456,71.72999573,2.017,3490,4968,3811,19.3,12,4460
Pamirs,RGI50-13.20014,G072048E38496N,14.03.12//58,0,38.49570547,72.04782144,0.7,4182,4969,4716,22.6,138,1825
Pamirs,RGI50-13.20050,G071769E38082N,14.03.13//25a duyts,0,38.08189777,71.76870179,0.909,4104,4654,4394,18.2,21,1944
Pamirs,RGI50-13.20074,G071577E38064N,14.03.12//221,0,38.06379397,71.57668749,3.801,3785,5081,4498,21.3,354,3954
Pamirs,RGI50-13.20109,G071556E38503N,14.03.11//22,0,38.503439,71.55590506,1.578,3604,4782,4245,24.9,12,2699
Pamirs,RGI50-13.20112,G072031E38741N,14.03.11//101,0,38.74071789,72.03093386,16.709,3600,5595,4554,17.8,99,9084
Pamirs,RGI50-13.20112,G072031E38741N,14.03.11//111,0,38.74071789,72.03093386,16.709,3600,5595,4554,17.8,99,9084
Pamirs,RGI50-13.20139,G071592E38582N,14.03.11//35,0,38.58232582,71.59239897,2.89,3629,5242,4425,22.3,80,3582
Pamirs,RGI50-13.20143,G071572E38564N,14.03.11//31,0,38.56418713,71.57157405,7.074,2758,5622,4354,24.1,99,8965
Pamirs,RGI50-13.20147,G071540E38534N,14.03.11//23 Arnavad,0,38.53396898,71.54029914,5.772,3760,5896,4499,24.6,130,5919
Pamirs,RGI50-13.20147,G071540E38534N,14.03.11//24,0,38.53396898,71.54029914,5.772,3760,5896,4499,24.6,130,5919
Pamirs,RGI50-13.20147,G071540E38534N,14.03.11//27 Sed,0,38.53396898,71.54029914,5.772,3760,5896,4499,24.6,130,5919
Pamirs,RGI50-13.20156,G071455E38495N,14.03.09//455,2,38.49495541,71.45545349,1.783,3799,5014,4454,24.5,134,3585
Pamirs,RGI50-13.20170,G071565E38626N,14.03.09//393,0,38.62626243,71.56516936,32.786,3279,5624,4738,16.1,18,17754
Pamirs,RGI50-13.20170,G071565E38626N,14.03.09//406 Darvazeky,0,38.62626243,71.56516936,32.786,3279,5624,4738,16.1,18,17754
Pamirs,RGI50-13.20175,G071866E38736N,14.03.09//277b Tokaest,1,38.73565802,71.86569067,5.379,3928,4999,4415,18.5,355,4233
Pamirs,RGI50-13.20180,G071813E38747N,14.03.09//278,0,38.7472752,71.81262481,2.422,4274,5046,4617,18.6,63,3302
Pamirs,RGI50-13.20202,G071728E38683N,14.03.09//326,0,38.68263635,71.72799648,1.063,4068,4855,4347,24.2,30,2026
Pamirs,RGI50-13.20217,G071554E38727N,14.03.09//349 Minadu,0,38.72733121,71.55441603,12.762,3264,5650,4426,19.8,24,8888
Pamirs,RGI50-13.20217,G071554E38727N,14.03.09//350 Minadu,0,38.72733121,71.55441603,12.762,3264,5650,4426,19.8,24,8888
Pamirs,RGI50-13.20217,G071554E38727N,14.03.09//359 Batrut (eastern),1,38.72733121,71.55441603,12.762,3264,5650,4426,19.8,24,8888
Pamirs,RGI50-13.20222,G071492E38745N,14.03.09//362 Batrut (west),0,38.74517822,71.49233246,26.495,3025,5812,4466,17.5,20,12520
Pamirs,RGI50-13.20222,G071492E38745N,14.03.09//363 Bijan,0,38.74517822,71.49233246,26.495,3025,5812,4466,17.5,20,12520
Pamirs,RGI50-13.20231,G071378E38788N,14.03.09//372,0,38.78806837,71.37843823,5.273,3376,5057,4147,20.1,25,5954
Pamirs,RGI50-13.20231,G071378E38788N,14.03.09//373 Nusoyak (west),0,38.78806837,71.37843823,5.273,3376,5057,4147,20.1,25,5954
Pamirs,RGI50-13.20231,G071378E38788N,14.03.09//374,0,38.78806837,71.37843823,5.273,3376,5057,4147,20.1,25,5954
Pamirs,RGI50-13.20231,G071378E38788N,14.03.09//381a,0,38.78806837,71.37843823,5.273,3376,5057,4147,20.1,25,5954
Pamirs,RGI50-13.20238,G071380E38759N,14.03.09//381b,0,38.7589696,71.37977542,4.32,3698,5407,4360,22.3,290,5403
Pamirs,RGI50-13.20238,G071380E38759N,14.03.09//383,0,38.7589696,71.37977542,4.32,3698,5407,4360,22.3,290,5403
Pamirs,RGI50-13.20239,G071420E38764N,14.03.09//364 Bijan,0,38.76402701,71.42037692,10.388,3538,5347,4136,19.4,19,8390
